Year,Site,Habitat,Taxonomy_Substrate_Functional_Group,mean_percent_cover
2010,LTER 4,Backreef,Crustose Corallines,1.2244897959183674
2010,LTER 4,Backreef,Halimeda macroloba,0.08163265306122448
2010,LTER 4,Backreef,Halimeda minima,0.40816326530612246
2010,LTER 4,Backreef,No data,-1
2010,LTER 4,Backreef,Sand,17.959183673469386
2010,LTER 4,Backreef,Tridacna sp.,0.16326530612244897
2010,LTER 4,Outer 10,Algal Turf,61.84
2010,LTER 4,Outer 10,Asparagopsis taxiformis,0
2010,LTER 4,Outer 10,Coral,7.44
2010,LTER 4,Outer 10,Crustose Corallines,18.56
2010,LTER 4,Outer 10,Cyanophyta,0.32
2010,LTER 4,Outer 10,Dictyota bartayresiana,0.48
2010,LTER 4,Outer 10,Halimeda discoidea,0.16
2010,LTER 4,Outer 10,Halimeda macroloba,0.64
2010,LTER 4,Outer 10,Halimeda minima,1.44
2010,LTER 4,Outer 10,Lobophora variegata,1.6
2010,LTER 4,Outer 10,Millepora platyphylla,6.08
2010,LTER 4,Outer 10,Sand,1.44
2010,LTER 4,Outer 17,Algal Turf,56.16
2010,LTER 4,Outer 17,Caulerpa peltata,0.16
2010,LTER 4,Outer 17,Coral,0.72
2010,LTER 4,Outer 17,Crustose Corallines,27.12
2010,LTER 4,Outer 17,Cyanophyta,1.68
2010,LTER 4,Outer 17,Halimeda discoidea,0.08
2010,LTER 4,Outer 17,Halimeda macroloba,0.16
2010,LTER 4,Outer 17,Halimeda minima,2.64
2010,LTER 4,Outer 17,Lobophora variegata,7.76
2010,LTER 4,Outer 17,Millepora platyphylla,0.08
2010,LTER 4,Outer 17,Sand,3.2
2010,LTER 4,Outer 17,Soft Coral,0.24
2010,LTER 5,Fringing,Algal Turf,27.68
2010,LTER 5,Fringing,Ascidian,0.16
2010,LTER 5,Fringing,Coral,61.44
2010,LTER 5,Fringing,Corallimorpharia,0.56
2010,LTER 5,Fringing,Crustose Corallines,0
2010,LTER 5,Fringing,Cyanophyta,1.2
2010,LTER 5,Fringing,Halimeda minima,1.04
2010,LTER 5,Fringing,Sand,7.92
2010,LTER 5,Backreef,Algal Turf,41.92
2010,LTER 5,Backreef,Cladophoropsis membranacea,0.4
2010,LTER 5,Backreef,Coral,27.92
2010,LTER 5,Backreef,Crustose Corallines,2.32
2010,LTER 5,Backreef,Halimeda discoidea,0
2010,LTER 5,Backreef,Halimeda distorta,0.32
2010,LTER 5,Backreef,Halimeda incrassata,0.16
2010,LTER 5,Backreef,Halimeda minima,2
2010,LTER 5,Backreef,Sand,24.56
2010,LTER 5,Backreef,Tridacna sp.,0.16
2010,LTER 5,Backreef,Turbinaria ornata,0.24
2010,LTER 5,Outer 10,Algal Turf,51.44
2010,LTER 5,Outer 10,Cladophoropsis membranacea,0.08
2010,LTER 5,Outer 10,Coral,13.52
2010,LTER 5,Outer 10,Crustose Corallines,12.96
2010,LTER 5,Outer 10,Cyanophyta,0.16
2010,LTER 5,Outer 10,Halimeda discoidea,12.56
2010,LTER 5,Outer 10,Halimeda distorta,0.32
2010,LTER 5,Outer 10,Halimeda minima,0.88
2010,LTER 5,Outer 10,Halimeda opuntia,4.48
2010,LTER 5,Outer 10,Millepora platyphylla,1.6
2010,LTER 5,Outer 10,Sand,1.92
2010,LTER 5,Outer 10,Soft Coral,0.08
2010,LTER 5,Outer 17,Algal Turf,48.16
2010,LTER 5,Outer 17,Coral,4.72
2010,LTER 5,Outer 17,Crustose Corallines,36.56
2010,LTER 5,Outer 17,Halimeda discoidea,0.08
2010,LTER 5,Outer 17,Halimeda minima,1.6
2010,LTER 5,Outer 17,Lobophora variegata,1.68
2010,LTER 5,Outer 17,Millepora platyphylla,1.44
2010,LTER 5,Outer 17,Sand,4.88
2010,LTER 5,Outer 17,Soft Coral,0.88
2010,LTER 6,Fringing,Algal Turf,36.48
2010,LTER 6,Fringing,Amansia rhodantha,8.96
2010,LTER 6,Fringing,Amphiroa fragilissima,0.24
2010,LTER 6,Fringing,Caulerpa racemosa,0.08
2010,LTER 6,Fringing,Coral,30.16
2010,LTER 6,Fringing,Corallimorpharia,0.32
2010,LTER 6,Fringing,Crustose Corallines,4.56
2010,LTER 6,Fringing,Cyanophyta,0.24
2010,LTER 6,Fringing,Dichotomaria marginata,1.68
2010,LTER 6,Fringing,Dichotomaria obtusata,0.48
2010,LTER 6,Fringing,Galaxaura filamentosa,0.08
2010,LTER 6,Fringing,Halimeda minima,12.24
2010,LTER 6,Fringing,Sand,4.48
2010,LTER 6,Backreef,Algal Turf,38.16
2010,LTER 6,Backreef,Coral,24.32
2010,LTER 6,Backreef,Crustose Corallines,5.84
2010,LTER 6,Backreef,Cyanophyta,0.24
2010,LTER 6,Backreef,Dictyota implexa,0.08
2010,LTER 6,Backreef,Galaxaura rugosa,0.32
2010,LTER 6,Backreef,Gelidiella acerosa,0.08
2010,LTER 6,Backreef,Halimeda incrassata,0.16
2010,LTER 6,Backreef,Halimeda minima,2.16
2010,LTER 6,Backreef,Sand,28.48
2010,LTER 6,Backreef,Tridacna sp.,0.16
2010,LTER 6,Outer 10,Algal Turf,55.6
2010,LTER 6,Outer 10,Coral,7.12
2010,LTER 6,Outer 10,Crustose Corallines,26.24
2010,LTER 6,Outer 10,Cyanophyta,0.32
2010,LTER 6,Outer 10,Halimeda discoidea,3.52
2010,LTER 6,Outer 10,Halimeda macroloba,0.24
2010,LTER 6,Outer 10,Halimeda minima,4.56
2010,LTER 6,Outer 10,Lobophora variegata,0.56
2010,LTER 6,Outer 10,Millepora platyphylla,0.72
2010,LTER 6,Outer 10,Sand,1.12
2010,LTER 6,Outer 17,Algal Turf,52.48
2010,LTER 6,Outer 17,Coral,0.08
2010,LTER 6,Outer 17,Crustose Corallines,32.4
2010,LTER 6,Outer 17,Halimeda discoidea,0.88
2010,LTER 6,Outer 17,Halimeda macroloba,0.16
2010,LTER 6,Outer 17,Halimeda minima,3.92
2010,LTER 6,Outer 17,Lobophora variegata,4.32
2010,LTER 6,Outer 17,Sand,5.76
2011,LTER 1,Fringing,Algal Turf,46
2011,LTER 1,Fringing,Cladophoropsis membranacea,0.08
2011,LTER 1,Fringing,Coral,36.08
2011,LTER 1,Fringing,Crustose Corallines,1.84
2011,LTER 1,Fringing,Cyanophyta,0.88
2011,LTER 1,Fringing,Dictyota friabilis,0.48
2011,LTER 1,Fringing,Halimeda discoidea,0.08
2011,LTER 1,Fringing,Halimeda minima,0.16
2011,LTER 1,Fringing,Halimeda opuntia,7.52
2011,LTER 1,Fringing,Sand,6.64
2011,LTER 1,Fringing,Symploca hydnoides,0.16
2011,LTER 1,Fringing,Valonia ventricosa,0.08
2011,LTER 1,Backreef,Algal Turf,51.44
2011,LTER 1,Backreef,Amansia rhodantha,1.52
2011,LTER 1,Backreef,Caulerpa racemosa,0.08
2011,LTER 1,Backreef,Caulerpa serrulata,0.08
2011,LTER 1,Backreef,Cladophoropsis membranacea,0.24
2011,LTER 1,Backreef,Coral,17.44
2011,LTER 1,Backreef,Crustose Corallines,14.48
2011,LTER 1,Backreef,Dictyosphaeria cavernosa,0.16
2011,LTER 1,Backreef,Halimeda discoidea,0.16
2011,LTER 1,Backreef,Halimeda minima,0.24
2011,LTER 1,Backreef,Peyssonnelia bornetii,6
2011,LTER 1,Backreef,Sand,9.36
2011,LTER 1,Backreef,Turbinaria ornata,4.56
2011,LTER 1,Outer 10,Algal Turf,83.68
2011,LTER 1,Outer 10,Asparagopsis taxiformis,4.64
2011,LTER 1,Outer 10,Coral,0.4
2011,LTER 1,Outer 10,Crustose Corallines,5.36
2011,LTER 1,Outer 10,Cyanophyta,2.8
2011,LTER 1,Outer 10,Halimeda discoidea,0.56
2011,LTER 1,Outer 10,Halimeda minima,0.08
2011,LTER 1,Outer 10,Lobophora variegata,0
2011,LTER 1,Outer 10,Millepora platyphylla,1.04
2011,LTER 1,Outer 10,Peyssonnelia inamoena,0.72
2011,LTER 1,Outer 10,Sand,0.72
2011,LTER 1,Outer 17,Algal Turf,72.8
2011,LTER 1,Outer 17,Asparagopsis taxiformis,0.08
2011,LTER 1,Outer 17,Coral,2
2011,LTER 1,Outer 17,Crustose Corallines,19.28
2011,LTER 1,Outer 17,Halimeda discoidea,0
2011,LTER 1,Outer 17,Halimeda minima,0.16
2011,LTER 1,Outer 17,Lobophora variegata,2.24
2011,LTER 1,Outer 17,Millepora platyphylla,0.08
2011,LTER 1,Outer 17,Peyssonnelia inamoena,0.88
2011,LTER 1,Outer 17,Sand,2.48
2011,LTER 2,Fringing,Algal Turf,77.2
2011,LTER 2,Fringing,Caulerpa peltata,0.08
2011,LTER 2,Fringing,Cladophoropsis membranacea,0.16
2011,LTER 2,Fringing,Coral,8.96
2011,LTER 2,Fringing,Crustose Corallines,6.64
2011,LTER 2,Fringing,Halimeda minima,0.16
2011,LTER 2,Fringing,Lithophyllum kotschyanum,1.04
2011,LTER 2,Fringing,Millepora platyphylla,1.84
2011,LTER 2,Fringing,Sand,1.28
2011,LTER 2,Fringing,Turbinaria ornata,2.64
2011,LTER 2,Backreef,Actinotrichia fragilis,0.16
2011,LTER 2,Backreef,Algal Turf,45.44
2011,LTER 2,Backreef,Amphiroa fragilissima,1.36
2011,LTER 2,Backreef,Cladophoropsis membranacea,0.48
2011,LTER 2,Backreef,Coral,17.44
2011,LTER 2,Backreef,Crustose Corallines,3.76
2011,LTER 2,Backreef,Cyanophyta,0.4
2011,LTER 2,Backreef,Dictyota bartayresiana,11.28
2011,LTER 2,Backreef,Dictyota friabilis,0.16
2011,LTER 2,Backreef,Halimeda minima,0.64
2011,LTER 2,Backreef,Peyssonnelia inamoena,0.64
2011,LTER 2,Backreef,Sand,14.32
2011,LTER 2,Backreef,Turbinaria ornata,3.84
2011,LTER 2,Backreef,Valonia aegagropila,0.08
2011,LTER 2,Outer 10,Algal Turf,77.52
2011,LTER 2,Outer 10,Asparagopsis taxiformis,1.92
2011,LTER 2,Outer 10,Coral,2.72
2011,LTER 2,Outer 10,Crustose Corallines,8.88
2011,LTER 2,Outer 10,Cyanophyta,0.48
2011,LTER 2,Outer 10,Lobophora variegata,1.04
2011,LTER 2,Outer 10,Millepora platyphylla,2.24
2011,LTER 2,Outer 10,Peyssonnelia inamoena,0.32
2011,LTER 2,Outer 10,Sand,3.68
2011,LTER 2,Outer 10,Symploca hydnoides,1.2
2011,LTER 2,Outer 17,Algal Turf,76.8
2011,LTER 2,Outer 17,Asparagopsis taxiformis,0.16
2011,LTER 2,Outer 17,Bare Space,0.32
2011,LTER 2,Outer 17,Coral,1.12
2011,LTER 2,Outer 17,Crustose Corallines,18.16
2011,LTER 2,Outer 17,Lobophora variegata,0.32
2011,LTER 2,Outer 17,Peyssonnelia inamoena,0.88
2011,LTER 2,Outer 17,Sand,2.16
2011,LTER 2,Outer 17,Symploca hydnoides,0.08
2011,LTER 3,Fringing,Algal Turf,58.4
2011,LTER 3,Fringing,Amphiroa fragilissima,0.08
2011,LTER 3,Fringing,Coral,27.12
2011,LTER 3,Fringing,Crustose Corallines,3.04
2011,LTER 3,Fringing,Cyanophyta,0.48
2011,LTER 3,Fringing,Halimeda minima,0.16
2011,LTER 3,Fringing,Halimeda opuntia,0.88
2011,LTER 3,Fringing,Sand,9.84
2011,LTER 3,Backreef,Algal Turf,31.28
2011,LTER 3,Backreef,Amansia rhodantha,5.44
2011,LTER 3,Backreef,Cladophoropsis membranacea,1.28
2011,LTER 3,Backreef,Coral,33.28
2011,LTER 3,Backreef,Crustose Corallines,1.84
2011,LTER 3,Backreef,Cyanophyta,0.72
2011,LTER 3,Backreef,Halimeda minima,2.08
2011,LTER 3,Backreef,Sand,23.92
2011,LTER 3,Backreef,Turbinaria ornata,0.16
2011,LTER 3,Outer 10,Algal Turf,66.48
2011,LTER 3,Outer 10,Asparagopsis taxiformis,0.08
2011,LTER 3,Outer 10,Coral,1.52
2011,LTER 3,Outer 10,Crustose Corallines,26
2011,LTER 3,Outer 10,Halimeda discoidea,0.08
2011,LTER 3,Outer 10,Halimeda minima,0.08
2011,LTER 3,Outer 10,Lobophora variegata,0.88
2011,LTER 3,Outer 10,Peyssonnelia inamoena,4.4
2011,LTER 3,Outer 10,Sand,0.16
2011,LTER 3,Outer 10,Turbinaria ornata,0.32
2011,LTER 3,Outer 17,Algal Turf,64.32
2011,LTER 3,Outer 17,Amphiroa fragilissima,0.24
2011,LTER 3,Outer 17,Coral,0
2011,LTER 3,Outer 17,Crustose Corallines,19.84
2011,LTER 3,Outer 17,Halimeda minima,0.24
2011,LTER 3,Outer 17,Heteractis sp.,0.64
2011,LTER 3,Outer 17,Lobophora variegata,6.24
2011,LTER 3,Outer 17,Peyssonnelia inamoena,7.6
2011,LTER 3,Outer 17,Sand,0.88
2011,LTER 4,Fringing,Algal Turf,45.28
2011,LTER 4,Fringing,Amphiroa fragilissima,0.48
2011,LTER 4,Fringing,Coral,20.16
2011,LTER 4,Fringing,Crustose Corallines,9.6
2011,LTER 4,Fringing,Cyanophyta,4.64
2011,LTER 4,Fringing,Dictyota bartayresiana,0.4
2011,LTER 4,Fringing,Galaxaura rugosa,0.08
2011,LTER 4,Fringing,Halimeda opuntia,1.36
2011,LTER 4,Fringing,Sand,17.36
2011,LTER 4,Fringing,Symploca hydnoides,0.64
2011,LTER 4,Backreef,Algal Turf,46.4
2011,LTER 4,Backreef,Amansia rhodantha,1.12
2011,LTER 4,Backreef,Coral,33.36
2011,LTER 4,Backreef,Crustose Corallines,1.28
2011,LTER 4,Backreef,Cyanophyta,0.24
2011,LTER 4,Backreef,Halimeda minima,0.64
2011,LTER 4,Backreef,Lobophora variegata,0.16
2011,LTER 4,Backreef,Microdictyon okamurae,0.56
2011,LTER 4,Backreef,Sand,16.24
2011,LTER 4,Outer 10,Algal Turf,65.92
2011,LTER 4,Outer 10,Coral,4.32
2011,LTER 4,Outer 10,Crustose Corallines,10.08
2011,LTER 4,Outer 10,Cyanophyta,0.64
2011,LTER 4,Outer 10,Halimeda discoidea,0.24
2011,LTER 4,Outer 10,Halimeda distorta,0.08
2011,LTER 4,Outer 10,Halimeda minima,0.16
2011,LTER 4,Outer 10,Halimeda taenicola,0.08
2011,LTER 4,Outer 10,Lobophora variegata,0.08
2011,LTER 4,Outer 10,Microdictyon okamurae,0.08
2011,LTER 4,Outer 10,Millepora platyphylla,6.48
2011,LTER 4,Outer 10,Peyssonnelia inamoena,0.88
2011,LTER 4,Outer 10,Sand,1.44
2011,LTER 4,Outer 10,Symploca hydnoides,9.52
2011,LTER 4,Outer 17,Algal Turf,51.92
2011,LTER 4,Outer 17,Coral,1.12
2011,LTER 4,Outer 17,Crustose Corallines,26.72
2011,LTER 4,Outer 17,Cyanophyta,0.16
2011,LTER 4,Outer 17,Dictyota implexa,0.16
2011,LTER 4,Outer 17,Halimeda minima,0.56
2011,LTER 4,Outer 17,Lobophora variegata,7.92
2011,LTER 4,Outer 17,Millepora platyphylla,0.16
2011,LTER 4,Outer 17,Peyssonnelia inamoena,8.24
2011,LTER 4,Outer 17,Sand,2.56
2011,LTER 4,Outer 17,Soft Coral,0.48
2011,LTER 5,Fringing,Algal Turf,25.52
2011,LTER 5,Fringing,Amphiroa fragilissima,0.56
2011,LTER 5,Fringing,Caulerpa peltata,0.08
2011,LTER 5,Fringing,Coral,63.36
2011,LTER 5,Fringing,Corallimorpharia,0.56
2011,LTER 5,Fringing,Crustose Corallines,0.32
2011,LTER 5,Fringing,Halimeda minima,0.64
2011,LTER 5,Fringing,Sand,7.76
2011,LTER 5,Fringing,Sponge,0.24
2011,LTER 5,Fringing,Symploca hydnoides,0.88
2011,LTER 5,Fringing,Valonia ventricosa,0.08
2011,LTER 5,Backreef,Algal Turf,37.52
2011,LTER 5,Backreef,Amansia rhodantha,0.16
2011,LTER 5,Backreef,Caulerpa racemosa,0.24
2011,LTER 5,Backreef,Coral,23.92
2011,LTER 5,Backreef,Crustose Corallines,2.08
2011,LTER 5,Backreef,Cyanophyta,0.24
2011,LTER 5,Backreef,Halimeda distorta,0.32
2011,LTER 5,Backreef,Halimeda incrassata,0.16
2011,LTER 5,Backreef,Halimeda minima,0.24
2011,LTER 5,Backreef,Halimeda opuntia,1.36
2011,LTER 5,Backreef,Microdictyon okamurae,0.4
2011,LTER 5,Backreef,Sand,33.28
2011,LTER 5,Backreef,Valonia aegagropila,0.08
2011,LTER 5,Outer 10,Algal Turf,52.16
2011,LTER 5,Outer 10,Caulerpa serrulata,0.16
2011,LTER 5,Outer 10,Coral,8.4
2011,LTER 5,Outer 10,Crustose Corallines,10.96
2011,LTER 5,Outer 10,Cyanophyta,6.24
2011,LTER 5,Outer 10,Halimeda discoidea,8.48
2011,LTER 5,Outer 10,Halimeda distorta,1.04
2011,LTER 5,Outer 10,Halimeda minima,4
2011,LTER 5,Outer 10,Millepora platyphylla,1.6
2011,LTER 5,Outer 10,Peyssonnelia inamoena,3.76
2011,LTER 5,Outer 10,Sand,1.68
2011,LTER 5,Outer 10,Symploca hydnoides,1.52
2011,LTER 5,Outer 17,Algal Turf,50.8
2011,LTER 5,Outer 17,Coral,6
2011,LTER 5,Outer 17,Crustose Corallines,27.76
2011,LTER 5,Outer 17,Halimeda discoidea,0.08
2011,LTER 5,Outer 17,Halimeda distorta,0.8
2011,LTER 5,Outer 17,Lobophora variegata,5.84
2011,LTER 5,Outer 17,Millepora platyphylla,1.28
2011,LTER 5,Outer 17,Peyssonnelia inamoena,3.36
2011,LTER 5,Outer 17,Sand,3.04
2011,LTER 5,Outer 17,Soft Coral,1.04
2011,LTER 6,Fringing,Algal Turf,37.44
2011,LTER 6,Fringing,Amansia rhodantha,6.08
2011,LTER 6,Fringing,Amphiroa fragilissima,1.04
2011,LTER 6,Fringing,Caulerpa racemosa,0.64
2011,LTER 6,Fringing,Coral,37.2
2011,LTER 6,Fringing,Crustose Corallines,4.72
2011,LTER 6,Fringing,Cyanophyta,1.2
2011,LTER 6,Fringing,Dichotomaria marginata,0.96
2011,LTER 6,Fringing,Dictyosphaeria cavernosa,0.4
2011,LTER 6,Fringing,Dictyota bartayresiana,0.08
2011,LTER 6,Fringing,Galaxaura rugosa,0.24
2011,LTER 6,Fringing,Halimeda minima,0.4
2011,LTER 6,Fringing,Halimeda opuntia,7.84
2011,LTER 6,Fringing,Sand,1.6
2011,LTER 6,Fringing,Valonia aegagropila,0.16
2011,LTER 6,Backreef,Algal Turf,38.64
2011,LTER 6,Backreef,Amansia rhodantha,0.08
2011,LTER 6,Backreef,Caulerpa racemosa,0.56
2011,LTER 6,Backreef,Cladophoropsis membranacea,0.08
2011,LTER 6,Backreef,Coral,22.64
2011,LTER 6,Backreef,Crustose Corallines,2.08
2011,LTER 6,Backreef,Cyanophyta,0.32
2011,LTER 6,Backreef,Dictyosphaeria cavernosa,0.08
2011,LTER 6,Backreef,Galaxaura rugosa,0.56
2011,LTER 6,Backreef,Halimeda minima,2.16
2011,LTER 6,Backreef,Sand,32.8
2011,LTER 6,Outer 10,Algal Turf,57.52
2011,LTER 6,Outer 10,Amansia rhodantha,0.08
2011,LTER 6,Outer 10,Asparagopsis taxiformis,0.24
2011,LTER 6,Outer 10,Coral,7.36
2011,LTER 6,Outer 10,Crustose Corallines,21.12
2011,LTER 6,Outer 10,Cyanophyta,0.08
2011,LTER 6,Outer 10,Halimeda discoidea,0.4
2011,LTER 6,Outer 10,Halimeda distorta,0.24
2011,LTER 6,Outer 10,Halimeda minima,1.76
2011,LTER 6,Outer 10,Halimeda taenicola,3.52
2011,LTER 6,Outer 10,Lobophora variegata,0.88
2011,LTER 6,Outer 10,Millepora platyphylla,1.04
2011,LTER 6,Outer 10,Peyssonnelia inamoena,2
2011,LTER 6,Outer 10,Sand,3.44
2011,LTER 6,Outer 10,Symploca hydnoides,0.32
2011,LTER 6,Outer 17,Algal Turf,50.64
2011,LTER 6,Outer 17,Caulerpa peltata,0.08
2011,LTER 6,Outer 17,Coral,1.52
2011,LTER 6,Outer 17,Crustose Corallines,33.92
2011,LTER 6,Outer 17,Cyanophyta,0.64
2011,LTER 6,Outer 17,Halimeda discoidea,0.72
2011,LTER 6,Outer 17,Halimeda minima,0.56
2011,LTER 6,Outer 17,Halimeda taenicola,0.08
2011,LTER 6,Outer 17,Lobophora variegata,5.52
2011,LTER 6,Outer 17,Peyssonnelia inamoena,2.4
2011,LTER 6,Outer 17,Sand,3.92
2012,LTER 1,Fringing,Algal Turf,56.24
2012,LTER 1,Fringing,Coral,20.8
2012,LTER 1,Fringing,Crustose Corallines,4.4
2012,LTER 1,Fringing,Dictyota bartayresiana,7.36
2012,LTER 1,Fringing,Galaxaura filamentosa,0.16
2012,LTER 1,Fringing,Halimeda opuntia,2.96
2012,LTER 1,Fringing,Lobophora variegata,0.64
2012,LTER 1,Fringing,Peyssonnelia inamoena,0.08
2012,LTER 1,Fringing,Sand,7.2
2012,LTER 1,Fringing,Turbinaria ornata,0.16
2012,LTER 1,Backreef,Algal Turf,49.84
2012,LTER 1,Backreef,Amansia rhodantha,1.92
2012,LTER 1,Backreef,Cladophoropsis membranacea,0.08
2012,LTER 1,Backreef,Coral,12
2012,LTER 1,Backreef,Crustose Corallines,14.48
2012,LTER 1,Backreef,Halimeda discoidea,0.32
2012,LTER 1,Backreef,Halimeda minima,0.8
2012,LTER 1,Backreef,Sand,11.44
2012,LTER 1,Backreef,Turbinaria ornata,9.12
2012,LTER 1,Outer 10,Algal Turf,79.92
2012,LTER 1,Outer 10,Asparagopsis taxiformis,1.28
2012,LTER 1,Outer 10,Coral,2.24
2012,LTER 1,Outer 10,Crustose Corallines,6.4
2012,LTER 1,Outer 10,Halimeda discoidea,0.08
2012,LTER 1,Outer 10,Halimeda minima,2.48
2012,LTER 1,Outer 10,Halimeda taenicola,3.12
2012,LTER 1,Outer 10,Lobophora variegata,2.24
2012,LTER 1,Outer 10,Millepora platyphylla,1.68
2012,LTER 1,Outer 10,Sand,0.56
2012,LTER 1,Outer 17,Algal Turf,73.2
2012,LTER 1,Outer 17,Asparagopsis taxiformis,0.72
2012,LTER 1,Outer 17,Coral,2.88
2012,LTER 1,Outer 17,Crustose Corallines,16.56
2012,LTER 1,Outer 17,Halimeda minima,0.08
2012,LTER 1,Outer 17,Lobophora variegata,2.96
2012,LTER 1,Outer 17,Millepora platyphylla,0.08
2012,LTER 1,Outer 17,Peyssonnelia inamoena,0.64
2012,LTER 1,Outer 17,Sand,2.88
2012,LTER 2,Fringing,Algal Turf,72.88
2012,LTER 2,Fringing,Cladophoropsis membranacea,0.08
2012,LTER 2,Fringing,Coral,5.36
2012,LTER 2,Fringing,Corallimorpharia,0.64
2012,LTER 2,Fringing,Crustose Corallines,10.4
2012,LTER 2,Fringing,Galaxaura filamentosa,1.12
2012,LTER 2,Fringing,Halimeda opuntia,0.64
2012,LTER 2,Fringing,Lobophora variegata,2.56
2012,LTER 2,Fringing,Millepora platyphylla,1.6
2012,LTER 2,Fringing,Sand,0.48
2012,LTER 2,Fringing,Turbinaria ornata,4.24
2012,LTER 2,Backreef,Actinotrichia fragilis,0.56
2012,LTER 2,Backreef,Algal Turf,48
2012,LTER 2,Backreef,Coral,12.88
2012,LTER 2,Backreef,Corallimorpharia,0.48
2012,LTER 2,Backreef,Crustose Corallines,4.96
2012,LTER 2,Backreef,Dichotomaria obtusata,0.08
2012,LTER 2,Backreef,Dictyota bartayresiana,8.24
2012,LTER 2,Backreef,Galaxaura filamentosa,0.16
2012,LTER 2,Backreef,Halimeda opuntia,0.72
2012,LTER 2,Backreef,Lobophora variegata,2.8
2012,LTER 2,Backreef,Sand,13.12
2012,LTER 2,Backreef,Turbinaria ornata,8
2012,LTER 2,Outer 10,Algal Turf,76.32
2012,LTER 2,Outer 10,Asparagopsis taxiformis,3.44
2012,LTER 2,Outer 10,Coral,4.72
2012,LTER 2,Outer 10,Crustose Corallines,7.12
2012,LTER 2,Outer 10,Halimeda discoidea,0.08
2012,LTER 2,Outer 10,Halimeda minima,0.48
2012,LTER 2,Outer 10,Halimeda taenicola,0.56
2012,LTER 2,Outer 10,Lobophora variegata,0.4
2012,LTER 2,Outer 10,Millepora platyphylla,4.4
2012,LTER 2,Outer 10,Sand,2.48
2012,LTER 2,Outer 17,Algal Turf,75.2
2012,LTER 2,Outer 17,Asparagopsis taxiformis,0.4
2012,LTER 2,Outer 17,Coral,2.72
2012,LTER 2,Outer 17,Crustose Corallines,15.84
2012,LTER 2,Outer 17,Lobophora variegata,2.48
2012,LTER 2,Outer 17,Sand,3.28
2012,LTER 2,Outer 17,Sponge,0.08
2012,LTER 3,Fringing,Algal Turf,53.92
2012,LTER 3,Fringing,Amphiroa fragilissima,0.4
2012,LTER 3,Fringing,Coral,31.84
2012,LTER 3,Fringing,Crustose Corallines,4.16
2012,LTER 3,Fringing,Halimeda opuntia,0.8
2012,LTER 3,Fringing,Lobophora variegata,0.08
2012,LTER 3,Fringing,Sand,8.72
2012,LTER 3,Fringing,Turbinaria ornata,0.08
2012,LTER 3,Backreef,Algal Turf,32
2012,LTER 3,Backreef,Amansia rhodantha,6.24
2012,LTER 3,Backreef,Caulerpa serrulata,0.08
2012,LTER 3,Backreef,Cladophoropsis membranacea,0.16
2012,LTER 3,Backreef,Coral,31.28
2012,LTER 3,Backreef,Crustose Corallines,2.24
2012,LTER 3,Backreef,Cyanophyta,0.48
2012,LTER 3,Backreef,Dictyota bartayresiana,0.24
2012,LTER 3,Backreef,Galaxaura filamentosa,0.08
2012,LTER 3,Backreef,Halimeda discoidea,0.16
2012,LTER 3,Backreef,Halimeda distorta,0.56
2012,LTER 3,Backreef,Halimeda incrassata,0.24
2012,LTER 3,Backreef,Halimeda minima,2.96
2012,LTER 3,Backreef,Halimeda opuntia,0.16
2012,LTER 3,Backreef,Sand,21.76
2012,LTER 3,Backreef,Turbinaria ornata,1.36
2012,LTER 3,Outer 10,Algal Turf,52.08
2012,LTER 3,Outer 10,Coral,3.28
2012,LTER 3,Outer 10,Crustose Corallines,34.88
2012,LTER 3,Outer 10,Halimeda discoidea,0.4
2012,LTER 3,Outer 10,Halimeda distorta,0.24
2012,LTER 3,Outer 10,Halimeda minima,1.6
2012,LTER 3,Outer 10,Halimeda taenicola,0.4
2012,LTER 3,Outer 10,Lobophora variegata,4.48
2012,LTER 3,Outer 10,Peyssonnelia inamoena,1.04
2012,LTER 3,Outer 10,Sand,0.96
2012,LTER 3,Outer 10,Sponge,0.08
2012,LTER 3,Outer 10,Symploca hydnoides,0.08
2012,LTER 3,Outer 10,Turbinaria ornata,0.48
2012,LTER 3,Outer 17,Algal Turf,46.56
2012,LTER 3,Outer 17,Amphiroa fragilissima,0.24
2012,LTER 3,Outer 17,Coral,0.08
2012,LTER 3,Outer 17,Crustose Corallines,27.6
2012,LTER 3,Outer 17,Dictyota bartayresiana,0.08
2012,LTER 3,Outer 17,Halimeda distorta,0.24
2012,LTER 3,Outer 17,Halimeda minima,8.48
2012,LTER 3,Outer 17,Heteractis sp.,1.36
2012,LTER 3,Outer 17,Lobophora variegata,12.32
2012,LTER 3,Outer 17,Peyssonnelia inamoena,1.76
2012,LTER 3,Outer 17,Sand,1.2
2012,LTER 3,Outer 17,Turbinaria ornata,0.08
2012,LTER 4,Fringing,Algal Turf,44.72
2012,LTER 4,Fringing,Chlorodesmis fastigiata,6.16
2012,LTER 4,Fringing,Coral,15.2
2012,LTER 4,Fringing,Crustose Corallines,0
2012,LTER 4,Fringing,Cyanophyta,0.4
2012,LTER 4,Fringing,Dictyota bartayresiana,2.16
2012,LTER 4,Fringing,Galaxaura rugosa,0.08
2012,LTER 4,Fringing,Halimeda opuntia,3.28
2012,LTER 4,Fringing,Sand,28
2012,LTER 4,Backreef,Algal Turf,53.76
2012,LTER 4,Backreef,Amansia rhodantha,0.88
